product_id,1304808,1304849,1305263,1306183,1306413,1306571,1306650,1306747,1306980,1307035,1307069,1307070,1307071,1307072,1307073,1307140,1307187,1307194,1307310,1307346,1307348,1307349,1307352,1307370,1307408,1307441,1307450,1307552,1307566,1307568,1307571,1307572,1307573,1307574,1307582,1307583,1307584,1307585,1307586,1307588,1307589,1307594,100002043,100008006,100008333,100008382,100011103,100023514,100023842,100029766,100041192,100070656,100083239,100104481,100104755,100106029,100106045,100106207,100109950,100113894,100120340,100123713
1307583,0,0,0,0,0,0,0,18.89,0,0,0,0,0,0,0,15.82,0,0,-10.76,0,-13.77,0,0,17.63,0,32.31,24.12,0,18.53,0,11.61,23.25,20.95,0,-11.07,0,34.26,29.86,17.61,0,0,0,0,0,17.46,18.63,32.05,0,0,20.98,18.48,0,0,19.12,0,14.28,18.97,0,32.41,0,35.12,27.77
1307584,0,0,5.8,0,0,-6.08,0,0,7.22,0,0,0,0,10.93,-7.76,8.21,0,0,0,0,0,0,0,5.83,0,9.26,8.75,0,8.06,0,0,9.92,7.98,5.01,-4.99,4.41,14.37,11.45,7.59,0,0,0,7.84,6.27,6.79,9.56,13.21,0,6.56,7.74,9.72,11.65,0,13.08,11.99,6.16,10.08,0,13.24,14.52,15.97,12.33
1307585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83,0,0,0,0,0,0,0,8.56,0,0,9.1,0,8.72,0,0,10.87,8.26,4.94,0,0,15.77,10.41,8.33,0,0,0,8.09,6.43,7.74,9.6,14.3,0,0,9.1,10.73,13.8,0,12.99,11.73,0,8.81,0,14.33,13.57,17.44,11.75
1307586,0,0,6.99,0,0,-6.72,-7.58,0,9.14,0,0,0,5.43,13.2,0,6.8,0,0,0,0,0,0,3.84,5.92,0,0,6.44,0,7.05,-4.81,0,9.2,5.58,5.4,0,4.82,13.02,10.81,6.39,0,0,0,8.59,0,5.73,8.69,11.45,0,5.35,5.3,8.83,11.44,0,11.87,12.37,0,8.56,0,11.92,14.53,13.6,10.47
1307588,0,0,0,0,0,0,0,0,0,0,0,19.82,0,0,-14.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,0,0,11.43,0,0,0,0,0,0,0,12.09,0,0,0,0,0,0,0,10.13,0,0,0,0,0,0
1307589,0,-11.77,0,0,0,-5.61,-8.82,5.12,5.36,0,0,0,0,0,0,5.94,0,0,-3.11,0,0,0,0,5.21,0,0,5.01,0,5.09,-5.58,3.8,6.95,5.57,3.69,-3.35,0,10.16,7.88,5.44,0,-10.71,0,0,0,4.6,6.01,9.01,0,0,5.29,5.94,8.64,0,8.4,7.92,0,6.43,0,9.2,9.4,11.06,8.1
1307594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44,0,0,0,0,0,0,0,0,3.29,8.66,6.63,0,6.72,0,0,7.24,6.72,4.17,-4.26,4.34,11.98,7.71,7.11,0,0,0,8.53,0,0,6.0,9.94,0,0,6.84,8.28,8.94,0,11.14,9.8,5.19,7.87,0,9.9,0,12.97,9.32
100002043,0,0,0,0,0,0,0,10.39,0,0,0,0,0,0,0,6.71,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66,0,9.08,0,0,0,0,0,12.16
100008006,0,0,5.31,0,0,-6.15,0,0,6.81,0,0,0,0,10.05,0,7.08,0,0,-3.23,0,0,0,0,5.09,0,0,7.89,0,7.1,0,0,8.58,7.55,4.55,-5.0,3.61,12.8,10.54,6.59,0,0,0,0,5.05,5.61,8.72,11.98,0,5.74,6.59,8.72,9.91,0,11.86,10.65,5.74,9.11,0,11.62,14.13,14.34,11.64
100008333,0,0,6.81,0,0,-6.48,0,0,7.76,0,0,0,0,12.29,0,7.96,0,0,0,0,0,0,0,6.67,0,9.2,7.55,0,7.53,0,0,10.42,8.21,4.85,-4.18,4.52,14.69,11.0,8.01,0,0,0,8.28,6.72,7.84,9.64,13.13,0,6.0,7.89,9.51,11.51,0,12.59,12.42,0,10.25,0,14.09,16.25,16.01,11.01
100008382,0,-20.5,0,0,0,0,-10.69,0,0,0,0,0,0,0,0,8.78,0,0,-5.97,0,-8.3,0,0,0,0,0,0,0,7.89,-8.99,0,11.54,8.95,0,-7.01,0,15.09,12.37,7.54,0,-13.8,0,0,0,0,0,13.81,0,0,0,8.77,11.03,0,13.01,11.54,0,8.07,0,13.15,14.61,17.57,12.81
100011103,0,0,3.26,0,0,-4.34,0,0,4.19,0,0,0,0,6.62,0,4.18,0,0,-2.1,0,0,0,0,3.59,0,0,4.5,0,4.23,-3.18,0,5.27,4.59,2.93,-3.14,0,8.08,6.38,4.08,0,0,0,4.28,3.16,3.69,5.41,7.36,0,3.27,4.01,5.38,6.66,0,7.27,6.79,3.01,5.55,0,7.34,8.5,8.92,6.91
100023514,0,-12.34,6.35,0,0,-8.37,-7.53,0,6.14,0,0,0,0,11.6,0,6.63,0,0,-3.36,0,0,0,0,6.14,0,8.64,6.65,0,6.58,-5.25,0,8.6,7.49,5.05,-4.99,3.61,13.65,9.96,7.36,0,-9.6,0,7.43,0,6.53,8.85,11.8,0,6.15,6.74,8.39,10.62,0,11.56,11.93,0,9.92,0,12.8,12.6,14.33,10.51
100023842,0,0,0,0,0,0,-11.38,0,8.43,0,0,0,0,0,0,7.21,0,0,0,0,-6.55,0,0,6.85,0,0,7.33,0,7.26,-7.17,0,9.21,7.58,5.1,0,0,13.07,9.99,6.41,0,-11.7,0,0,0,0,8.71,12.04,0,0,6.88,8.77,11.67,0,11.55,9.86,0,7.84,0,11.04,15.12,14.79,10.96
